ds,yhat,yhat_lower,yhat_upper
2019-12-04,8.854140881011654e-05,5.0956828362685566e-05,0.00015246300300489758
2019-12-05,7.788781760726196e-05,4.393712873655933e-05,0.00013801227264397643
2019-12-06,0.000165248863544771,9.281441250704473e-05,0.0002830259260689233
2019-12-07,0.00011776183414577895,6.590045441696081e-05,0.0002046095753160473
2019-12-08,5.5488369803645545e-05,2.4693827020713555e-05,0.00011971917092057135
2019-12-09,9.34890118018004e-05,5.466474055909736e-05,0.00016700185669565982
2019-12-10,6.46025769694415e-05,3.7383978388133386e-05,0.0001152170414646127
2019-12-11,9.388536045757189e-05,5.323511653822707e-05,0.00017037629171136106
2019-12-12,5.8149550892270164e-05,3.296424618011986e-05,0.00010317270338349886
2019-12-13,0.00010251854698968691,5.7486810017958454e-05,0.00017766849908987397
2019-12-14,6.597598571148693e-05,3.861823601093719e-05,0.00010938944981069834
2019-12-15,6.206369075096158e-05,3.535954403550733e-05,0.00010762648428744896
2019-12-16,0.00012053771684031642,6.877261540399645e-05,0.00022159045105487354
2019-12-17,8.947744959111065e-05,5.196460370298705e-05,0.00015851068707862934
2019-12-18,5.805978585223483e-05,3.313361686035958e-05,0.00010194099504448834
2019-12-19,8.131087759718454e-05,4.6844180801083856e-05,0.00014700775812500776
2019-12-20,8.10118298656618e-05,4.4506486477438286e-05,0.0001456485495798851
2019-12-21,4.635782389320593e-05,2.5880414714395965e-05,8.043723915121401e-05
2019-12-22,5.237103953452919e-05,2.964136772013659e-05,9.28873950287216e-05
2019-12-23,0.0001264889519043535,6.829457045545918e-05,0.00022778566202439487
2019-12-24,4.837458736717296e-05,2.8515438344326613e-05,8.306921073236182e-05
2019-12-25,22.014851708158762,1.3662802140200085e-22,7.04226804808352e+20
2019-12-26,6.922830221300037e-05,3.9713510411840835e-05,0.00012681594200032045
2019-12-27,8.066103168363136e-05,4.5207611838454456e-05,0.0001413866713658533
2019-12-28,0.00011125408918107044,6.362324084938034e-05,0.0001981426436085848
2019-12-29,7.669251069135599e-05,4.415252362134006e-05,0.00013458990264900413
2019-12-30,7.882986872244135e-05,4.5084553250135894e-05,0.00013773295952607345
2019-12-31,4.65806564021047e-05,2.6600441915097925e-05,7.976913206121682e-05
2020-01-01,9.215905665973954e-06,4.4842054892048e-06,1.9097159845324894e-05
2020-01-02,5.078149963665389e-05,2.8966658344623717e-05,8.8934983621452e-05
2020-01-03,6.32096626257863e-05,3.55464288799463e-05,0.00011187968953940674
2020-01-04,4.4198253201429556e-05,2.5761204624012297e-05,7.513507718588962e-05
2020-01-05,4.749259924875578e-05,2.6806536521965236e-05,7.967603886573947e-05
2020-01-06,8.88434690418509e-05,5.1170487801282765e-05,0.0001527317750359054
2020-01-07,7.931501402755093e-05,4.512291549532233e-05,0.00014158114319528012
2020-01-08,4.534700299202778e-05,2.5410414628785992e-05,8.129458822324871e-05
2020-01-09,7.782162820873912e-05,4.588112181401915e-05,0.00013817805393949082
2020-01-10,8.051790407521209e-05,4.750825002080397e-05,0.00014141185202340596
2020-01-11,7.12703606585425e-05,4.217577415479631e-05,0.000128843025279107
2020-01-12,2.9568611769942405e-05,1.6193575552219032e-05,5.148338183273928e-05
2020-01-13,4.2761155920891405e-05,2.5076068631126896e-05,7.436775110705396e-05
