Fecha_datetime,Year,Month,Day,NO2_trop_mean,NO2_trop_std,WeekofYear
2020-09-04,2020,9,4,0.0002193552092613,5.052637994151602e-05,2020W36
2020-09-05,2020,9,5,4.412662344150444e-05,3.393363454751936e-05,2020W36
2020-09-06,2020,9,6,7.502724054247838e-05,3.325696307254278e-05,2020W36
2020-09-07,2020,9,7,9.039667056592018e-05,3.1075497466390926e-05,2020W37
2020-09-08,2020,9,8,8.279828633302004e-05,2.754354499047422e-05,2020W37
2020-09-09,2020,9,9,,,2020W37
2020-09-10,2020,9,10,7.220940622794663e-05,3.368413733682619e-05,2020W37
2020-09-11,2020,9,11,9.953421358263132e-05,2.2289497486761177e-05,2020W37
2020-09-12,2020,9,12,5.308021494073945e-05,5.655120263587736e-05,2020W37
2020-09-13,2020,9,13,7.807939610445815e-05,0.00014226934203982777,2020W37
2020-09-14,2020,9,14,0.0002216233894531,3.021583982442721e-05,2020W38
2020-09-15,2020,9,15,,,2020W38
2020-09-16,2020,9,16,0.0002987510930163,2.687070760127982e-05,2020W38
2020-09-17,2020,9,17,0.000206595715641,1.0735827417362903e-05,2020W38
2020-09-18,2020,9,18,0.00011029944681498919,6.539317183510309e-05,2020W38
2020-09-19,2020,9,19,3.930094971676879e-05,3.2433887311028024e-05,2020W38
2020-09-20,2020,9,20,4.024119218315118e-05,0.0001441792881596,2020W38
2020-09-21,2020,9,21,0.0002345665701375,4.588020393230705e-05,2020W39
2020-09-22,2020,9,22,6.884015931377299e-05,2.668277180170325e-05,2020W39
2020-09-23,2020,9,23,0.00011729579219536755,1.9108501914651822e-05,2020W39
2020-09-24,2020,9,24,8.194266303905e-05,1.5616430581181042e-05,2020W39
2020-09-25,2020,9,25,,,2020W39
2020-09-26,2020,9,26,5.671464888756636e-05,1.5975011878330752e-05,2020W39
2020-09-27,2020,9,27,,,2020W39
2020-09-28,2020,9,28,6.422582474632385e-05,2.8436656774905125e-05,2020W40
2020-09-29,2020,9,29,4.4571002680830795e-05,1.149465795798851e-05,2020W40
2020-09-30,2020,9,30,6.346269926735436e-05,2.3035466626527896e-05,2020W40
2020-10-01,2020,10,1,8.403319858697292e-05,1.8697316204871315e-05,2020W40
2020-10-02,2020,10,2,5.91644829758959e-05,7.012991026177811e-05,2020W40
2020-10-03,2020,10,3,5.211537035274562e-05,2.945981964933631e-05,2020W40
2020-10-04,2020,10,4,,,2020W40
2020-10-05,2020,10,5,6.64975679531342e-05,5.9700261960234186e-05,2020W41
2020-10-06,2020,10,6,0.0001949294992158,1.4173719407980112e-05,2020W41
2020-10-07,2020,10,7,9.362622824873578e-05,1.2887939151634094e-05,2020W41
2020-10-08,2020,10,8,0.0001811572343819,1.232950663842651e-05,2020W41
2020-10-09,2020,10,9,5.315159665338067e-05,9.62768323787568e-06,2020W41
2020-10-10,2020,10,10,4.8215119631098266e-05,0.0001040066237341,2020W41
2020-10-11,2020,10,11,3.2194435327652294e-05,5.773334000654236e-05,2020W41
2020-10-12,2020,10,12,4.6624017452358426e-05,4.794595049231984e-05,2020W42
2020-10-13,2020,10,13,0.0002826096833007,4.516459302243909e-05,2020W42
2020-10-14,2020,10,14,0.0001396189461428,2.137765012482867e-05,2020W42
2020-10-15,2020,10,15,0.00011206682495723594,1.592289732169156e-05,2020W42
2020-10-16,2020,10,16,6.003756671122185e-05,6.236473329565304e-06,2020W42
2020-10-17,2020,10,17,7.31705858240415e-05,4.24642274247506e-06,2020W42
2020-10-18,2020,10,18,4.854438245619725e-05,1.5162298314619407e-05,2020W42
2020-10-19,2020,10,19,3.863603924572825e-05,3.847192680416373e-05,2020W43
2020-10-20,2020,10,20,2.972773945436324e-05,2.216047292384566e-05,2020W43
2020-10-21,2020,10,21,,,2020W43
2020-10-22,2020,10,22,,,2020W43
2020-10-23,2020,10,23,6.203320699342074e-05,5.947833901654556e-05,2020W43
2020-10-24,2020,10,24,8.735457343709336e-05,9.182173769123428e-05,2020W43
2020-10-25,2020,10,25,,,2020W43
2020-10-26,2020,10,26,5.564393436786374e-05,5.798509517341238e-05,2020W44
2020-10-27,2020,10,27,0.0001134326111421,5.362304860909859e-05,2020W44
2020-10-28,2020,10,28,,,2020W44
2020-10-29,2020,10,29,,,2020W44
2020-10-30,2020,10,30,0.0002021435789482,2.0870359698140493e-05,2020W44
2020-10-31,2020,10,31,0.00011473050322474999,3.5262223046592076e-05,2020W44
2020-11-01,2020,11,1,4.940060125697548e-05,2.2895536687661723e-05,2020W44
2020-11-02,2020,11,2,9.412533796932028e-05,1.8188933479532167e-05,2020W45
2020-11-03,2020,11,3,6.079037562822127e-05,2.244304360570658e-05,2020W45
2020-11-04,2020,11,4,5.053484549621838e-05,2.306047340516073e-05,2020W45
2020-11-05,2020,11,5,6.272625169100522e-05,1.6207206693452314e-05,2020W45
2020-11-06,2020,11,6,6.998758283505963e-05,1.930632158764741e-05,2020W45
2020-11-07,2020,11,7,5.652684618082447e-05,2.322203819558235e-05,2020W45
2020-11-08,2020,11,8,4.318838462696332e-05,3.722060010865413e-05,2020W45
2020-11-09,2020,11,9,,,2020W46
2020-11-10,2020,11,10,6.669204024162025e-05,6.862789195665096e-05,2020W46
2020-11-11,2020,11,11,8.224678836948171e-05,1.4167158924358067e-05,2020W46
2020-11-12,2020,11,12,0.0001113221546396,6.575449052886562e-05,2020W46
2020-11-13,2020,11,13,0.000153020192055,6.405716574251075e-05,2020W46
2020-11-14,2020,11,14,,,2020W46
2020-11-15,2020,11,15,3.117333824480048e-05,5.041744515602068e-05,2020W46
2020-11-16,2020,11,16,0.0001484237225991,3.8665011098728805e-05,2020W47
2020-11-17,2020,11,17,0.0001065802068459,3.8403149851131095e-05,2020W47
2020-11-18,2020,11,18,9.06873895280644e-05,2.3204467448712276e-05,2020W47
2020-11-19,2020,11,19,7.433392512961597e-05,2.354431000673657e-05,2020W47
2020-11-20,2020,11,20,6.597795686463585e-05,2.2828918441167797e-05,2020W47
2020-11-21,2020,11,21,6.40255697192676e-05,3.008017056581275e-05,2020W47
2020-11-22,2020,11,22,4.860390125016626e-05,2.2325430858192844e-05,2020W47
2020-11-23,2020,11,23,5.973415336790232e-05,2.5533898843361785e-05,2020W48
2020-11-24,2020,11,24,,,2020W48
2020-11-25,2020,11,25,8.124555967954075e-05,3.268958449620121e-05,2020W48
2020-11-26,2020,11,26,6.850516359752361e-05,5.7435915256623584e-05,2020W48
